area_type,availability,location,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Banashankari,Vimesar,1750.0,2.0,2.0,89.0,3.0,5085.714285714285
Super built-up  Area,Ready To Move,other,Reion M,1675.0,3.0,3.0,62.0,3.0,3701.492537313433
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1340.0,2.0,1.0,66.33,2.0,4950.0
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1276.0,2.0,2.0,76.0,2.0,5956.112852664577
Super built-up  Area,Ready To Move,Ramagondanahalli,Srdor S,1738.0,2.0,3.0,76.0,3.0,4372.8423475258915
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2.0,1.0,65.45,2.0,5802.304964539007
Super built-up  Area,Ready To Move,other,Shnto F,1250.0,2.0,1.0,55.0,2.0,4400.0
Built-up  Area,Ready To Move,other,Soarkge,1450.0,2.0,2.0,90.0,2.0,6206.896551724138
Super built-up  Area,Ready To Move,Kudlu,MRvar S,1084.0,2.0,1.0,53.0,2.0,4889.29889298893
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1250.0,2.0,2.0,65.0,2.0,5200.0
Super built-up  Area,Ready To Move,Begur,Spews L,1304.0,3.0,0.0,65.0,3.0,4984.662576687117
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,268.0,3.0,16341.463414634147
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,980.0,2.0,1.0,77.44,2.0,7902.040816326531
Super built-up  Area,Ready To Move,other,Sumesa ,1275.0,2.0,2.0,49.5,2.0,3882.3529411764707
Plot  Area,Ready To Move,other,SRbiaxu,2400.0,4.0,0.0,95.0,3.0,3958.3333333333335
Super built-up  Area,Ready To Move,other,Prlis A,2300.0,3.0,2.0,280.0,3.0,12173.91304347826
Super built-up  Area,18-May,Kanakpura Road,Wiowsri,1450.0,2.0,2.0,70.18,3.0,4840.000000000001
Super built-up  Area,Ready To Move,Electronic City,MVnexde,890.0,2.0,1.0,40.0,2.0,4494.38202247191
Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1340.0,2.0,3.0,85.0,2.0,6343.2835820895525
Super built-up  Area,Ready To Move,Kengeri,VBvenal,750.0,2.0,1.0,40.0,2.0,5333.333333333333
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1300.0,2.0,2.0,66.0,2.0,5076.923076923077
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1299.0,2.0,1.0,105.0,2.0,8083.140877598153
Plot  Area,Ready To Move,Whitefield,Ieuseut,1600.0,4.0,2.0,300.0,4.0,18750.0
Super built-up  Area,Ready To Move,other,Sothin ,925.0,2.0,1.0,55.0,2.0,5945.945945945946
Plot  Area,Ready To Move,other,Sreat R,3900.0,3.0,3.0,250.0,3.0,6410.25641025641
Super built-up  Area,Ready To Move,other,MadorSp,1715.0,3.0,2.0,95.0,3.0,5539.35860058309
Super built-up  Area,Ready To Move,Marathahalli,Saavean,1144.0,2.0,2.0,65.0,2.0,5681.818181818182
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.01,1.0,4954.285714285715
Super built-up  Area,Ready To Move,other,Asnex A,1400.0,2.0,2.0,56.0,3.0,4000.0
Super built-up  Area,18-Jun,Balagere,Soresea,661.0,1.0,1.0,33.0,1.0,4992.435703479577
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3.0,1.0,91.0,3.0,5337.243401759531
Super built-up  Area,Ready To Move,Kadugodi,SRldsnt,1430.0,2.0,0.0,55.0,3.0,3846.153846153846
Super built-up  Area,Ready To Move,Marathahalli,Srconor,1240.0,2.0,2.0,55.0,2.0,4435.4838709677415
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1230.0,2.0,2.0,44.0,2.0,3577.2357723577234
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1330.0,2.0,2.0,46.45,3.0,3492.4812030075186
Super built-up  Area,Ready To Move,other,FBazaah,1300.0,3.0,2.0,170.0,3.0,13076.923076923076
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2.0,3700.7240547063557
Built-up  Area,Ready To Move,Kudlu,GKityde,1300.0,2.0,2.0,56.0,2.0,4307.692307692308
Plot  Area,18-May,Sarjapur,Prldsum,4201.0,4.0,3.0,435.0,4.0,10354.677457748156
Super built-up  Area,18-Apr,Whitefield,Prtates,1216.0,2.0,1.0,66.88,2.0,5500.0
Built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,2.0,59.0,3.0,4712.460063897764
Built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,44.0,2.0,4284.323271665044
Super built-up  Area,16-Nov,other,Prs 2hi,1171.0,2.0,2.0,39.0,2.0,3330.486763450043
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1180.0,2.0,1.0,77.0,2.0,6525.423728813559
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1160.0,2.0,1.0,33.51,2.0,2888.793103448276
Plot  Area,Ready To Move,other,LGrldti,4382.0,4.0,3.0,400.0,4.0,9128.251939753538
Super built-up  Area,20-Sep,Whitefield,Goted U,2140.0,3.0,2.0,139.0,3.0,6495.327102803738
Super built-up  Area,Ready To Move,Yeshwanthpur,GoandAc,1500.0,3.0,1.0,100.0,3.0,6666.666666666667
Super built-up  Area,Ready To Move,other,Naavehi,1008.0,2.0,2.0,52.0,2.0,5158.730158730159
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1921.0,4.0,3.0,129.0,3.0,6715.252472670484
Super built-up  Area,Ready To Move,Electronic City,Puncyya,1127.0,2.0,2.0,32.0,2.0,2839.396628216504
Super built-up  Area,18-May,Rajaji Nagar,Pumesim,1621.0,3.0,1.0,124.0,3.0,7649.599012954966
Super built-up  Area,Ready To Move,Choodasandra,GRhtiru,1220.0,3.0,1.0,56.0,3.0,4590.163934426229
Built-up  Area,Ready To Move,JP Nagar,Meowns ,1590.0,2.0,3.0,85.0,3.0,5345.911949685535
Super built-up  Area,18-Aug,Hosakerehalli,Maunt M,1795.0,3.0,2.0,64.62,3.0,3600.0
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,4395.0,4.0,2.0,242.0,4.0,5506.257110352673
Super built-up  Area,Ready To Move,Electronic City,KBityo ,825.0,2.0,1.0,35.0,2.0,4242.424242424242
Super built-up  Area,18-Dec,Yelahanka,Nileyap,4025.0,6.0,1.0,350.0,4.0,8695.652173913044
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4.0,2.0,154.0,3.0,6952.5959367945825
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1478.0,2.0,2.0,125.0,2.0,8457.374830852503
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,337.0,3.0,13616.161616161617
Super built-up  Area,Ready To Move,other,Bhacy L,1669.0,3.0,2.0,298.0,3.0,17855.002995805873
Super built-up  Area,Ready To Move,other,Roarkan,1820.0,3.0,2.0,79.5,3.0,4368.131868131868
Super built-up  Area,19-Dec,Horamavu Agara,Prhar G,1623.0,3.0,1.0,89.0,3.0,5483.672211953173
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2.0,3700.7240547063557
Super built-up  Area,Ready To Move,Electronic City,Elodsre,1200.0,2.0,2.0,40.5,2.0,3375.0
Super built-up  Area,Ready To Move,Gottigere,Sklls C,1613.0,3.0,3.0,72.0,3.0,4463.732176069436
Super built-up  Area,Ready To Move,other,Almid P,1293.0,2.0,2.0,80.0,2.0,6187.161639597834
Super built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2.0,2.0,28.5,2.0,2676.056338028169
Super built-up  Area,18-Apr,Kudlu Gate,SunetSo,940.0,2.0,1.0,69.57,2.0,7401.063829787233
Super built-up  Area,Ready To Move,Sarjapur  Road,Trurea ,1181.0,2.0,1.0,65.0,3.0,5503.81033022862
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3.0,2.0,275.0,3.0,12415.349887133183
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,1260.0,2.0,1.0,75.0,3.0,5952.380952380952
Plot  Area,Ready To Move,KR Puram,Coronte,1200.0,6.0,3.0,132.0,6.0,11000.0
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1530.0,3.0,3.0,73.0,3.0,4771.24183006536
Super built-up  Area,Ready To Move,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2.0,4035.0877192982457
Super built-up  Area,Ready To Move,other,AlEcone,1864.0,3.0,3.0,115.0,3.0,6169.527896995708
Built-up  Area,Ready To Move,Sarjapur,Coa It ,1575.0,3.0,3.0,55.0,3.0,3492.063492063492
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Deade A,945.0,2.0,1.0,45.0,2.0,4761.9047619047615
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,100.0,3.0,5913.660555884092
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1220.0,3.0,1.0,35.25,3.0,2889.344262295082
Built-up  Area,Ready To Move,Kengeri,KHnumla,600.0,1.0,1.0,35.0,1.0,5833.333333333333
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1160.0,2.0,2.0,39.0,2.0,3362.0689655172414
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1650.0,3.0,1.0,85.0,3.0,5151.515151515152
Super built-up  Area,Ready To Move,Abbigere,SLtias ,795.0,1.0,1.0,32.6,2.0,4100.62893081761
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2.0,3700.7240547063557
Super built-up  Area,Ready To Move,other,DiiteR ,1263.0,2.0,1.0,51.5,2.0,4077.593032462391
Super built-up  Area,Ready To Move,Hennur,SLureSi,1345.0,2.0,1.0,69.0,3.0,5130.111524163569
Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,58.0,3.0,4264.705882352941
Built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3.0,2.0,85.0,3.0,4612.045577862181
Super built-up  Area,Ready To Move,Koramangala,KHage G,1642.0,2.0,1.0,115.0,3.0,7003.654080389769
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,44.0,3.0,4093.0232558139537
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1225.0,2.0,0.0,68.0,2.0,5551.0204081632655
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1290.0,2.0,1.0,80.04,2.0,6204.651162790698
Super built-up  Area,Ready To Move,Kaggadasapura,Maisehi,1361.0,2.0,2.0,79.0,2.0,5804.555473916238
Built-up  Area,Ready To Move,1st Phase JP Nagar,NCaveun,1394.0,2.0,2.0,85.0,2.0,6097.5609756097565
Super built-up  Area,18-May,Rajaji Nagar,Pumesim,1222.0,2.0,2.0,98.0,2.0,8019.639934533551
Super built-up  Area,Ready To Move,Hebbal,Mahosya,1420.0,2.0,1.0,99.39,2.0,6999.295774647887
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1167.0,2.0,2.0,64.08,2.0,5491.002570694088
Super built-up  Area,Ready To Move,Jigani,DLhtsen,939.0,2.0,2.0,39.0,2.0,4153.35463258786
Super built-up  Area,Ready To Move,Marathahalli,Asintas,1710.0,3.0,2.0,135.0,3.0,7894.736842105263
Super built-up  Area,Ready To Move,Subramanyapura,Srnumum,1000.0,2.0,1.0,45.0,2.0,4500.0
Super built-up  Area,Ready To Move,Ramagondanahalli,Reitice,3350.0,3.0,3.0,150.0,3.0,4477.611940298508
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,615.0,1.0,1.0,46.0,1.0,7479.674796747968
Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1350.0,2.0,1.0,85.0,2.0,6296.2962962962965
Super built-up  Area,Ready To Move,other,Lelia M,2700.0,3.0,1.0,501.0,3.0,18555.555555555555
Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1718.0,3.0,2.0,130.0,3.0,7566.938300349243
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,112.0,3.0,6666.666666666667
Super built-up  Area,18-May,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,72.0,3.0,6222.990492653414
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1315.0,2.0,0.0,60.48,2.0,4599.239543726236
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3.0,2.0,175.0,3.0,9722.222222222223
Super built-up  Area,Ready To Move,other,ShshaSa,1010.0,2.0,1.0,52.0,2.0,5148.514851485149
Super built-up  Area,18-Jan,Electronic City,Prarkun,630.0,1.0,1.0,46.0,1.0,7301.587301587301
Super built-up  Area,18-Feb,Whitefield,Alsta F,1012.0,2.0,1.0,58.0,2.0,5731.225296442688
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1884.0,4.0,2.0,118.0,3.0,6263.2696390658175
Super built-up  Area,Ready To Move,other,Soe 2as,1090.0,2.0,1.0,37.0,2.0,3394.4954128440368
Super built-up  Area,Ready To Move,other,Prone M,1300.0,3.0,2.0,77.99,3.0,5999.230769230769
Super built-up  Area,Ready To Move,other,IDldsin,2950.0,4.0,2.0,250.0,4.0,8474.57627118644
Super built-up  Area,Ready To Move,Harlur,SrEndPo,1710.0,3.0,3.0,85.0,3.0,4970.7602339181285
Super built-up  Area,Ready To Move,Kodichikkanahalli,Jae 1ke,1310.0,2.0,2.0,53.0,3.0,4045.8015267175574
Built-up  Area,Ready To Move,other,PlhtsHe,1464.0,2.0,2.0,115.0,3.0,7855.191256830601
Built-up  Area,Ready To Move,Marsur,Asara S,715.0,2.0,1.0,29.0,3.0,4055.944055944056
Super built-up  Area,19-Dec,Electronic City Phase II,DSineSt,1625.0,2.0,2.0,48.75,3.0,3000.0
Super built-up  Area,Ready To Move,CV Raman Nagar,JKmesHo,1040.0,2.0,1.0,50.0,2.0,4807.692307692308
Super built-up  Area,Ready To Move,other,PSterAs,1205.0,2.0,1.0,47.0,2.0,3900.414937759336
Super built-up  Area,Ready To Move,Kalena Agrahara,ARomee ,980.0,2.0,2.0,35.0,2.0,3571.4285714285716
Built-up  Area,Ready To Move,8th Phase JP Nagar,SVthaho,1006.0,2.0,0.0,44.0,2.0,4373.75745526839
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1098.0,2.0,1.0,71.0,2.0,6466.302367941712
Built-up  Area,Ready To Move,other,MyeurGr,1200.0,2.0,1.0,53.5,2.0,4458.333333333333
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1019.0,2.0,1.0,62.0,2.0,6084.396467124632
Plot  Area,Ready To Move,other,Vaensnd,1733.5,3.0,1.0,120.0,3.0,6922.411306605134
Super built-up  Area,Ready To Move,other,Essic C,1415.0,2.0,2.0,120.0,2.0,8480.565371024735
Built-up  Area,Ready To Move,other,Mawerer,1050.0,2.0,2.0,45.0,2.0,4285.714285714285
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1452.0,3.0,3.0,55.6,3.0,3829.2011019283746
Super built-up  Area,Ready To Move,Domlur,IBictnd,1246.0,2.0,1.0,95.0,2.0,7624.398073836276
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1890.0,4.0,2.0,85.0,3.0,4497.354497354498
Super built-up  Area,18-May,Electronic City Phase II,MJtroty,972.0,2.0,1.0,40.0,2.0,4115.22633744856
Plot  Area,Ready To Move,Brookefield,Goodsrb,1500.0,5.0,3.0,160.0,4.0,10666.666666666666
Super built-up  Area,18-Aug,Electronic City,Prarkun,630.0,1.0,1.0,33.7,1.0,5349.20634920635
Super built-up  Area,21-May,Kanakpura Road,GolusLi,1938.0,3.0,3.0,92.69,3.0,4782.765737874097
Super built-up  Area,18-Jul,CV Raman Nagar,Pu270a ,1392.0,2.0,1.0,95.0,2.0,6824.712643678161
Super built-up  Area,18-Mar,Haralur Road,SNnia E,1225.0,2.0,1.0,77.0,2.0,6285.714285714285
Super built-up  Area,Ready To Move,Green Glen Layout,Soweray,1750.0,3.0,2.0,120.0,3.0,6857.142857142857
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,1260.0,2.0,1.0,80.0,3.0,6349.206349206349
Super built-up  Area,19-Dec,Sarjapur  Road,AsastDe,691.0,1.0,1.0,31.1,1.0,4500.723589001447
Super built-up  Area,Ready To Move,Haralur Road,NDionas,1285.0,2.0,1.0,78.0,2.0,6070.038910505837
Built-up  Area,Ready To Move,Hebbal,Thuse F,1590.0,3.0,2.0,96.0,3.0,6037.735849056604
Super built-up  Area,Ready To Move,9th Phase JP Nagar,JSyane ,1571.0,3.0,2.0,65.0,3.0,4137.492043284532
Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,58.0,2.0,4621.5139442231075
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2.0,3.0,81.0,3.0,5328.9473684210525
Super built-up  Area,Ready To Move,other,MJlese ,1170.0,2.0,1.0,45.51,2.0,3889.74358974359
Super built-up  Area,Ready To Move,Ardendale,SoystAm,1777.26,3.0,2.0,89.0,3.0,5007.7084950991975
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,2.0,55.78,2.0,4280.890253261704
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1835.0,3.0,1.0,108.0,3.0,5885.558583106267
Super built-up  Area,18-Aug,Haralur Road,SNnia E,1225.0,2.0,1.0,67.48,2.0,5508.571428571428
Super built-up  Area,20-Jan,Balagere,Soresea,656.0,1.0,1.0,34.77,1.0,5300.304878048782
Super built-up  Area,Ready To Move,Sarjapur  Road,Ascid P,994.0,2.0,2.0,45.0,2.0,4527.162977867203
Super built-up  Area,Ready To Move,other,Pao 2Sm,1025.0,2.0,1.0,65.0,2.0,6341.463414634146
Built-up  Area,Ready To Move,Marathahalli,VRave E,1156.0,2.0,2.0,52.0,2.0,4498.269896193771
Super built-up  Area,Ready To Move,JP Nagar,Maarkr ,1250.0,2.0,2.0,60.0,2.0,4800.0
Built-up  Area,Ready To Move,Kundalahalli,Roima A,3092.0,4.0,3.0,230.0,4.0,7438.551099611902
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1930.0,4.0,2.0,122.0,3.0,6321.243523316062
Built-up  Area,Ready To Move,other,Saeraep,1020.0,2.0,1.0,70.0,2.0,6862.745098039216
Super built-up  Area,19-Dec,Jalahalli,Vaniai ,612.5,1.0,0.0,27.565,1.0,4500.408163265306
Built-up  Area,Ready To Move,Kanakpura Road,Prdhue ,1322.0,2.0,3.0,70.0,2.0,5295.00756429652
Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1720.0,3.0,3.0,150.0,3.0,8720.93023255814
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3.0,6098.283007696862
Super built-up  Area,Ready To Move,other,Patust ,1155.0,2.0,2.0,69.0,2.0,5974.025974025974
Built-up  Area,18-Jun,Sarjapur  Road,Marthur,3913.0,5.0,0.0,176.0,4.0,4497.827753641707
Super built-up  Area,Ready To Move,Hebbal,Brium C,3520.0,5.0,2.0,320.0,3.0,9090.90909090909
Built-up  Area,18-Apr,Yelahanka,Hotat H,1847.0,3.0,3.0,92.0,3.0,4981.050351922036
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Srncya ,1515.0,2.0,1.0,76.0,3.0,5016.501650165016
Built-up  Area,Ready To Move,Sarjapur  Road,Srntssh,1130.0,2.0,2.0,55.0,2.0,4867.256637168141
Super built-up  Area,Ready To Move,Bellandur,Goner C,1049.0,2.0,1.0,51.0,2.0,4861.773117254528
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3.0,6243.213897937025
Super built-up  Area,20-Dec,Jakkur,ArndsSk,1282.0,2.0,1.0,72.0,2.0,5616.224648985959
Super built-up  Area,Ready To Move,Kalena Agrahara,PrncyRe,800.0,2.0,1.0,40.0,2.0,5000.0
Super built-up  Area,18-Sep,Chandapura,SunceEs,1190.0,2.0,2.0,30.35,3.0,2550.4201680672268
Super built-up  Area,18-May,Magadi Road,Vrenty ,1318.0,2.0,1.0,68.0,3.0,5159.332321699545
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1698.0,2.0,1.0,105.0,2.0,6183.745583038869
Super built-up  Area,Ready To Move,Kammasandra,DSOakil,1276.0,2.0,1.0,31.9,3.0,2500.0
Super built-up  Area,Ready To Move,other,Maenara,1555.0,2.0,1.0,67.0,3.0,4308.681672025724
Super built-up  Area,17-May,Sarjapur  Road,Ahriaup,1881.0,3.0,2.0,145.0,3.0,7708.665603402445
Super built-up  Area,18-Jul,Yelahanka,Miitat ,1890.0,3.0,2.0,109.0,3.0,5767.195767195767
Super built-up  Area,20-Dec,Old Madras Road,SheldGr,935.0,2.0,1.0,32.0,2.0,3422.4598930481284
Super built-up  Area,Ready To Move,other,Santspa,1000.0,2.0,3.0,58.0,2.0,5800.0
Super built-up  Area,Ready To Move,Electronic City,Itvir M,1160.0,2.0,2.0,42.0,3.0,3620.689655172414
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,2.0,48.1,2.0,3389.7110641296686
Built-up  Area,Ready To Move,Bellandur,DSsorin,1350.0,2.0,1.0,63.0,3.0,4666.666666666667
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3.0,2.0,330.0,3.0,14898.419864559819
Super built-up  Area,Ready To Move,Attibele,DSvar S,996.0,2.0,1.0,24.9,2.0,2500.0
Super built-up  Area,19-Dec,other,DSapeto,1076.0,2.0,1.0,30.13,2.0,2800.185873605948
Super built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1715.0,3.0,3.0,112.0,3.0,6530.6122448979595
Super built-up  Area,Ready To Move,Hebbal,Srntsha,1072.0,2.0,2.0,45.0,2.0,4197.761194029851
Super built-up  Area,Ready To Move,Panathur,SVnamnd,1230.0,2.0,1.0,80.0,2.0,6504.065040650406
Super built-up  Area,18-Dec,Thanisandra,Bhe 2ko,1411.0,3.0,1.0,93.25,3.0,6608.788093550674
Built-up  Area,Ready To Move,Doddathoguru,Srtasno,1208.0,3.0,1.0,45.0,3.0,3725.1655629139073
Super built-up  Area,18-Dec,Haralur Road,SNnia E,1225.0,2.0,1.0,69.84,2.0,5701.224489795918
Super built-up  Area,18-Sep,Hebbal,Arcia S,1162.0,2.0,1.0,69.0,2.0,5938.037865748709
Super built-up  Area,Ready To Move,Thanisandra,Pronyt ,1262.0,2.0,1.0,65.0,3.0,5150.5546751188585
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1160.0,2.0,1.0,33.51,2.0,2888.793103448276
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1340.0,2.0,2.0,41.0,2.0,3059.7014925373132
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,182.0,3.0,8000.0
Super built-up  Area,Ready To Move,Budigere,PrityTr,1162.0,2.0,1.0,58.0,2.0,4991.394148020654
Super built-up  Area,18-Jul,Hosa Road,SJerse ,1170.0,2.0,2.0,65.0,2.0,5555.555555555556
Super built-up  Area,Ready To Move,Sarjapur  Road,Mailsaf,980.0,2.0,1.0,25.0,2.0,2551.0204081632655
Super built-up  Area,20-Dec,other,Brens7 ,1423.0,2.0,1.0,71.73,3.0,5040.758959943781
Super built-up  Area,Ready To Move,Kaggadasapura,Jaisemi,1106.0,2.0,3.0,40.0,2.0,3616.6365280289333
Built-up  Area,Ready To Move,Kereguddadahalli,Jaood G,1105.0,2.0,2.0,27.6,2.0,2497.737556561086
Super built-up  Area,Ready To Move,other,AmiewLa,1255.0,2.0,1.0,56.7,2.0,4517.92828685259
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1525.0,2.0,2.0,65.0,3.0,4262.295081967213
Super built-up  Area,17-Aug,other,ARngsd ,1061.0,2.0,1.0,38.95,2.0,3671.065032987748
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.45,3.0,2889.2857142857147
Super built-up  Area,Ready To Move,Domlur,Saiewas,2100.0,3.0,2.0,145.0,3.0,6904.761904761905
Super built-up  Area,Ready To Move,Electronic City,Itelaa ,660.0,1.0,1.0,16.5,2.0,2500.0
Super built-up  Area,Ready To Move,other,Samukja,907.0,2.0,0.0,55.43,2.0,6111.35611907387
Super built-up  Area,18-Oct,Hennur Road,DSapeSk,2047.0,3.0,2.0,67.55,3.0,3299.9511480214946
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1904.0,3.0,2.0,129.0,3.0,6775.210084033613
Super built-up  Area,20-Jan,Balagere,Soresea,1205.0,2.0,1.0,73.87,2.0,6130.290456431535
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1164.0,2.0,2.0,64.08,2.0,5505.154639175258
Super built-up  Area,Ready To Move,other,Vaodak ,1410.0,2.0,2.0,73.0,2.0,5177.304964539007
Built-up  Area,Ready To Move,other,DSeme S,1150.0,2.0,1.0,42.0,2.0,3652.1739130434785
Super built-up  Area,18-Jul,other,Plowsri,1170.0,2.0,2.0,53.11,2.0,4539.316239316239
Built-up  Area,Ready To Move,other,Mancy R,1789.0,3.0,3.0,75.0,3.0,4192.286193404137
Super built-up  Area,Ready To Move,Hulimavu,NiarkHy,1021.0,2.0,1.0,76.0,2.0,7443.682664054848
Super built-up  Area,Ready To Move,Kalena Agrahara,NDfelip,1222.0,2.0,3.0,48.0,2.0,3927.986906710311
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1981.0,3.0,1.0,134.0,3.0,6764.260474507824
Super built-up  Area,Ready To Move,other,Vencyha,1201.0,2.0,1.0,65.0,2.0,5412.156536219817
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,970.0,2.0,1.0,36.0,2.0,3711.340206185567
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,920.0,2.0,2.0,33.0,2.0,3586.9565217391305
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1520.0,3.0,3.0,85.0,3.0,5592.105263157895
Super built-up  Area,17-Nov,Sonnenahalli,Skacak ,1268.0,2.0,1.0,75.0,3.0,5914.826498422713
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1755.0,3.0,2.0,115.0,3.0,6552.706552706552
Super built-up  Area,Ready To Move,Hoskote,Deiveer,945.0,2.0,1.0,35.0,2.0,3703.703703703704
Carpet  Area,18-Jul,8th Phase JP Nagar,Maian M,500.0,1.0,1.0,33.0,1.0,6600.0
Super built-up  Area,Ready To Move,Harlur,Shodsir,2820.0,4.0,0.0,153.5,4.0,5443.262411347518
Built-up  Area,Ready To Move,Bommenahalli,Prana S,1632.0,3.0,0.0,140.0,4.0,8578.43137254902
Super built-up  Area,Ready To Move,Domlur,IBictnd,1276.0,2.0,2.0,80.0,2.0,6269.592476489028
Built-up  Area,Ready To Move,Thanisandra,Tenetee,1234.0,2.0,2.0,51.0,2.0,4132.90113452188
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1180.0,2.0,1.0,75.0,2.0,6355.932203389831
